"","IDG_RIUU","COD_PLAN","PAPA_tot","GRUPO","PLAN","TRIAGE"
"2306","014032517","2517","4.3",6,"GEOLOGÍA","VI"
"2307","014062517","2517","4.3",6,"GEOLOGÍA","VI"
"2308","014082517","2517","4.2",6,"GEOLOGÍA","VI"
"2309","014092517","2517","3.7",6,"GEOLOGÍA","VI"
"2312","014122517","2517","4.2",6,"GEOLOGÍA","VI"
"2313","014182517","2517","4.3",6,"GEOLOGÍA","VI"
"2317","014282517","2517","4.3",6,"GEOLOGÍA","VI"
"2318","014292517","2517","3.9",6,"GEOLOGÍA","VI"
"2319","014302517","2517","3.9",6,"GEOLOGÍA","VI"
"2320","014312517","2517","3.9",6,"GEOLOGÍA","VI"
"2321","014392517","2517","4.2",6,"GEOLOGÍA","VI"
"2322","014402517","2517","4.3",6,"GEOLOGÍA","VI"
"2323","014412517","2517","3.8",6,"GEOLOGÍA","VI"
"2324","014432517","2517","4.5",6,"GEOLOGÍA","VI"
"2325","014452517","2517","3.9",6,"GEOLOGÍA","VI"
"2326","014462517","2517","4.2",6,"GEOLOGÍA","VI"
"2327","014472517","2517","3.9",6,"GEOLOGÍA","VI"
"2329","014492517","2517","4.2",6,"GEOLOGÍA","VI"
"2330","014502517","2517","4.3",6,"GEOLOGÍA","VI"
"2331","014512517","2517","4.2",6,"GEOLOGÍA","VI"
"2333","014532517","2517","4.3",6,"GEOLOGÍA","VI"
"2334","014542517","2517","4",6,"GEOLOGÍA","VI"
"2335","014552517","2517","4.2",6,"GEOLOGÍA","VI"
"2336","014572517","2517","4",6,"GEOLOGÍA","VI"
"2337","014582517","2517","4.4",6,"GEOLOGÍA","VI"
"2338","014622517","2517","4.1",6,"GEOLOGÍA","VI"
"2340","014662517","2517","4.1",6,"GEOLOGÍA","VI"
"2342","014702517","2517","4.2",6,"GEOLOGÍA","VI"
"2348","014782517","2517","4",6,"GEOLOGÍA","VI"
"2351","014852517","2517","4.1",6,"GEOLOGÍA","VI"
"2352","014862517","2517","4.3",6,"GEOLOGÍA","VI"
"2358","014922517","2517","4.1",6,"GEOLOGÍA","VI"
"2359","014942517","2517","4.4",6,"GEOLOGÍA","VI"
"2361","014972517","2517","4.4",6,"GEOLOGÍA","VI"
"2364","015002517","2517","4.3",6,"GEOLOGÍA","VI"
"2365","015022517","2517","4.2",6,"GEOLOGÍA","VI"
"2593","018302518","2518","4.5",6,"MATEMÁTICAS","VI"
"2600","018752518","2518","4.1",6,"MATEMÁTICAS","VI"
"2602","018802518","2518","4.1",6,"MATEMÁTICAS","VI"
"2603","019002518","2518","4.5",6,"MATEMÁTICAS","VI"
"2604","019012518","2518","4.4",6,"MATEMÁTICAS","VI"
"2606","019222518","2518","4",6,"MATEMÁTICAS","VI"
"2611","019482518","2518","3.9",6,"MATEMÁTICAS","VI"
"2617","019712518","2518","4.1",6,"MATEMÁTICAS","VI"
"2620","019872518","2518","4.3",6,"MATEMÁTICAS","VI"
"2621","019892518","2518","4",6,"MATEMÁTICAS","VI"
"2622","019902518","2518","4.6",6,"MATEMÁTICAS","VI"
"2625","019932518","2518","4.7",6,"MATEMÁTICAS","VI"
"2628","019972518","2518","4.4",6,"MATEMÁTICAS","VI"
"2629","020002518","2518","4.3",6,"MATEMÁTICAS","VI"
"2630","020062518","2518","4.5",6,"MATEMÁTICAS","VI"
"2633","020142518","2518","4",6,"MATEMÁTICAS","VI"
"2639","020342518","2518","4.7",6,"MATEMÁTICAS","VI"
"2640","020352518","2518","4.5",6,"MATEMÁTICAS","VI"
"2642","020382518","2518","4.8",6,"MATEMÁTICAS","VI"
"2651","020562518","2518","4.5",6,"MATEMÁTICAS","VI"
"2654","020602518","2518","4.1",6,"MATEMÁTICAS","VI"
"2661","020732518","2518","4.5",6,"MATEMÁTICAS","VI"
"2852","017612519","2519","3.8",6,"QUÍMICA","VI"
"2858","017932519","2519","3.9",6,"QUÍMICA","VI"
"2880","018852519","2519","3.8",6,"QUÍMICA","VI"
"2882","018922519","2519","4",6,"QUÍMICA","VI"
"2886","019072519","2519","4",6,"QUÍMICA","VI"
"2888","019132519","2519","4.1",6,"QUÍMICA","VI"
"2893","019242519","2519","4",6,"QUÍMICA","VI"
"2898","019442519","2519","4",6,"QUÍMICA","VI"
"2899","019452519","2519","4.4",6,"QUÍMICA","VI"
"2901","019572519","2519","4",6,"QUÍMICA","VI"
"2902","019582519","2519","4",6,"QUÍMICA","VI"
"2903","019592519","2519","3.9",6,"QUÍMICA","VI"
"2904","019622519","2519","4.5",6,"QUÍMICA","VI"
"2905","019632519","2519","4.2",6,"QUÍMICA","VI"
"2907","019652519","2519","4.1",6,"QUÍMICA","VI"
"2908","019672519","2519","4.1",6,"QUÍMICA","VI"
"2912","019872519","2519","4.1",6,"QUÍMICA","VI"
"2913","019892519","2519","4.2",6,"QUÍMICA","VI"
"2914","019902519","2519","4.2",6,"QUÍMICA","VI"
"2920","020092519","2519","4.2",6,"QUÍMICA","VI"
"2921","020132519","2519","3.7",6,"QUÍMICA","VI"
"2924","020202519","2519","3.9",6,"QUÍMICA","VI"
"2925","020212519","2519","4",6,"QUÍMICA","VI"
"2928","020262519","2519","4.3",6,"QUÍMICA","VI"
"2932","020502519","2519","4.1",6,"QUÍMICA","VI"
"2933","020512519","2519","4",6,"QUÍMICA","VI"
"2934","020592519","2519","4",6,"QUÍMICA","VI"
"2935","020612519","2519","4.3",6,"QUÍMICA","VI"
"2936","020622519","2519","4.2",6,"QUÍMICA","VI"
"2939","020682519","2519","3.7",6,"QUÍMICA","VI"
"2941","020732519","2519","4.1",6,"QUÍMICA","VI"
"2943","020782519","2519","4.1",6,"QUÍMICA","VI"
"2945","020802519","2519","4.2",6,"QUÍMICA","VI"
"2946","020812519","2519","3.9",6,"QUÍMICA","VI"
"2947","020822519","2519","4",6,"QUÍMICA","VI"
"2951","020902519","2519","3.9",6,"QUÍMICA","VI"
"2959","021142519","2519","4.2",6,"QUÍMICA","VI"
"2960","021152519","2519","4.3",6,"QUÍMICA","VI"
"2962","021182519","2519","3.9",6,"QUÍMICA","VI"
"2966","021262519","2519","3.9",6,"QUÍMICA","VI"
"2968","021312519","2519","3.9",6,"QUÍMICA","VI"
"2969","021322519","2519","4.1",6,"QUÍMICA","VI"
"2970","021352519","2519","4.3",6,"QUÍMICA","VI"
"2975","021432519","2519","4.2",6,"QUÍMICA","VI"
"2976","021442519","2519","4",6,"QUÍMICA","VI"
"2980","021542519","2519","3.9",6,"QUÍMICA","VI"
"2981","021552519","2519","3.9",6,"QUÍMICA","VI"
"2985","021592519","2519","4.5",6,"QUÍMICA","VI"
"2991","021702519","2519","4.2",6,"QUÍMICA","VI"
"2992","021742519","2519","4.1",6,"QUÍMICA","VI"
"2993","021752519","2519","4.5",6,"QUÍMICA","VI"
"2994","021792519","2519","4.4",6,"QUÍMICA","VI"
"2995","021802519","2519","4.1",6,"QUÍMICA","VI"
"2997","021862519","2519","4.1",6,"QUÍMICA","VI"
"2998","021892519","2519","4",6,"QUÍMICA","VI"
"3006","022112519","2519","4.4",6,"QUÍMICA","VI"
"3024","022412519","2519","4.3",6,"QUÍMICA","VI"
"3028","022452519","2519","4.4",6,"QUÍMICA","VI"
"3029","022462519","2519","4.4",6,"QUÍMICA","VI"
"3039","022602519","2519","4.5",6,"QUÍMICA","VI"
"3042","022632519","2519","4.3",6,"QUÍMICA","VI"
"3095","023532519","2519","4.5",6,"QUÍMICA","VI"
"3376","000052933","2933","4.4",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
"3382","000362933","2933","4.3",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
"3383","000372933","2933","4.1",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
"3384","000382933","2933","4.4",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
"3386","000442933","2933","4.1",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
"3394","000612933","2933","4",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
"3397","000682933","2933","4.4",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
"3398","000702933","2933","4.2",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
"3403","000782933","2933","4.6",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
"3405","000812933","2933","4.4",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
"3407","000832933","2933","4.2",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
"3413","000952933","2933","4.5",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
"3414","000962933","2933","4.4",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
"3415","000972933","2933","4.4",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
"3417","001082933","2933","4.3",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
"3425","001182933","2933","4.2",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
"3427","001202933","2933","4",6,"CIENCIAS DE LA COMPUTACIÓN","VI"
